,TCGA-A2-A3XY,TCGA-A7-A26G,TCGA-A8-A09X,TCGA-AC-A2QJ,TCGA-AO-A03U,TCGA-AR-A1AR,TCGA-BH-A0BL,TCGA-BH-A0RX,TCGA-C8-A26X,TCGA-D8-A27M
LOC105369306,0,0.009731568,0.583676492,0,0,0.020527105,0.042562306,0,0.01643384,0.012026155
LOC105369332,0.901040933,0.386311455,0.118820766,0.818945201,0.096370853,0.438770222,0.297069793,0.296432962,0.55200517,0.330507029
LOC105369362,0.206205175,0.468720481,0.02342729,0,0.015834129,0,0.036607344,0.1062658,0.049470941,0.036202445
LOC105369391,0.340337219,0.698400716,0.027925618,0.27495856,0.037748952,0.12890139,0.545455048,0.53834809,0.206394895,0.302076317
LOC105369438,0,0,0,0,0,0,0,0,0,0
LOC105369507,0,0.012587455,0,0,0,0,0,0,0,0
LOC105369519,0.08688609,0.294191031,1.882120927,0.884460817,0.289112559,0.479513171,0.267362813,0.145521636,1.309757721,0
LOC105369609,0.16411817,0.058289598,0.111874321,0,0.025204685,0.147542514,0.072839228,0.063432508,0.177182079,0.216100749
LOC105369614,0.054827896,0,0,0,0,0,0,0,0,0.125136291
LOC105369632,4.317137832,1.02910143,4.404024804,7.898689243,1.849105918,0.850686091,3.591461118,2.446627017,1.706545718,2.612245602
LOC105369728,0.20823264,0.021365548,0,0.201877469,0.046192796,0.022533514,0.080095768,0,0.072160621,0.052806574
LOC105369748,0.061390837,0.123688651,0.164856741,0.267827465,0.122566422,0.105990783,0.122361977,0.130862803,0.169710788,0.124193017
LOC105369760,0.030168781,0.048753249,0.03341834,0.032904048,0.045173837,0.007345484,0.017406433,0.025264173,0.047045895,0.094676493
LOC105369779,2.234873209,1.709303083,2.847251859,3.944654964,4.683302893,1.811051132,3.238392703,2.828746979,3.538320797,3.93264427
LOC105369911,0.273530283,0.126294129,0.538654137,0,0.591609959,0.110998419,0.236727491,0.114530917,0.071091575,0.234109145
LOC105369921,0,0.012301376,0,0.01937208,0,0.350293713,0,0.267734612,0.103867561,0.045605678
LOC105369980,0,0,0,0,0,0,0,0.034706339,0,0
LOC105370024,0.021332518,0,0,0,0,0,0,0,0,0.024344105
LOC105370027,0.279470724,0.190750265,0.251247858,0.67146346,3.566102102,0.189343799,0.238363318,0.468073048,0.265277545,0.249593166
LOC105370105,0.0403437,0.026078434,0,0,0.004027297,0.01571659,0.041898671,0,0.01258258,0.018415665
LOC105370401,0.078710754,0.089990336,0.12732347,0.234376217,0.011224681,0.014601497,0.090827235,0.050220621,0.081828914,0.076990827
LOC105370409,0,0,0,0,0,0,0.141229469,0,0,0
LOC105370473,0,0,0,0,0,0,0,0,0,0
LOC105370489,0,0.028996101,0,0,0,0,0,0,0,0.035833032
LOC105370531,0,0.013963724,0.022333633,0.087959716,0.015094943,0,0,0.025326247,0.047161487,0.069024809
LOC105370532,0.066654491,0.143619678,0.131260485,0,0.044358425,0.129832086,0.051276713,0.334909902,0.138590074,0.202838249
LOC105370586,0,0,0,0,0,0,0,0,0,0
LOC105370616,0,0.040522181,0.032405663,0.015953478,0,0.042737359,0.012659224,0.036747888,0.017107598,0
LOC105370622,0,0,0,0,0,0,0,0,0,0
LOC105370757,0.16411817,0.045465887,0.193915489,0,0,0.095902634,0,0,0.153557802,0.018728732
LOC105370791,0.034721757,0,0,0,0,0.016908081,0.020033356,0,0.027072955,0
LOC105370792,0.879445162,0.090234787,0.049766157,0.328301875,0.417088198,0.127983943,0.050546795,0.146730001,0.03152706,0.995909148
LOC105370802,0,0.053699866,0.157460904,0,0,0,0,0,0.015113957,0.022120549
LOC105370829,0,0,0,0,0,0,0,0,0,0
LOC105370854,0.308622921,0.066587414,0.157620235,0.004194447,0.914168154,0.487378648,0.532532844,0.147340301,0.143932327,0.325860181
LOC105370906,0.050281302,0.037145332,0.044557787,0.380224557,0.070270414,0.068557847,0.058021444,0.134742256,0.690006462,0.022951877
LOC105370941,0.040396661,0.1193722,0.107394942,0.111616752,0.133075276,0.137700697,0.200445332,0.101487849,0.069295037,0.271987652
LOC105370954,0,0,0,0,0,0,0,0,0,0
LOC105370969,1.898381817,0.169648831,0,0.979591167,0.48904612,0.506948005,0.459321997,1.282062507,6.541485961,0.139766654
LOC105371006,0,0,0,0,0,0,0,0,0,0
LOC105371022,0.082299124,0.047498837,0.037984908,0,0.005134678,0.01001908,0.023741997,0.008614946,0.016042395,0.05869849
LOC105371046,0.126895492,0.046872048,0,0,0.228011451,0.098868695,0.146429376,0,0.039576753,0.260657605
LOC105371049,0.552206578,0.263188924,0.026309084,0,0.05334566,0.156136706,0.616656272,0.954700555,0.138890921,0.528524264
LOC105371050,0.098022798,0.051724558,0.082728451,0,0.139787074,0.122742279,0.096953239,0.02345343,0.240207028,0.159801464
LOC105371083,0.010854376,0.020046687,0.032062746,0.015784658,0.010835347,0.031713834,0.087676848,0.018179511,0.084632827,0.061933636
LOC105371084,0.350430256,0.444950848,0.194088012,0.031850182,0.174907954,0.063991971,0.353827566,0.733650004,0.170771577,0.349914025
LOC105371184,0.173908579,0,0.014269684,0.042150241,0,0,0.055744307,0.016181762,0,0
LOC105371200,0,0,0,0,0,0,0,0,0,0.011130387
LOC105371264,0,0,0,0,0,0,0,0.018131544,0.016881904,0
LOC105371267,0.481232688,2.18244156,0.078972968,0.342133492,20.34714411,0.020830285,0.777436938,5.910631177,0.483620358,9.579965893
LOC105371286,0.071741914,0.06624921,0,0.014904082,0.020461755,0.049907699,0.118265191,0.017165333,0.015982286,0.058478554
LOC105371335,0,0,0,0,0,0,0,0,0,0
LOC105371348,23.79446329,16.6174519,15.29580876,10.82781763,18.34547104,14.87569346,23.19915399,18.97437333,15.12742033,20.98044729
LOC105371414,0.857096826,0.527650522,1.406543686,0.173112207,0.356497595,0.255060198,1.538499747,0.358878309,0.408398409,2.526748609
LOC105371430,0,0.025774312,0.151152947,0,0,0.027183286,0,0,0,0.053085974
LOC105371458,0,0,0,0,0.011483443,0.005601789,0,0,0,0
LOC105371485,0.005972277,0,0,0,0,0,0,0.030008101,0.018626614,0.006815405
LOC105371508,0,0,0,0,0,0,0,0,0,0
LOC105371592,2.222819458,0.359211294,0.369336782,0.727305734,0.332838387,0.432969003,0.961872424,0.930725287,0.259973705,1.204895827
LOC105371730,0.21553981,0,4.206656373,0.044777492,0.122949681,0.187426974,0.26648498,0.090249503,0.828290207,0.087845833
LOC105371789,0.068573052,0,0.253197453,0,0.068452834,0.066784564,0.118693449,0,0,0
LOC105371795,0.108561998,0.047738226,0.061082158,0.150355332,0.056766116,0.161113203,0.131239096,0.086583642,0.07255461,0.212379569
LOC105371814,0.13722255,0.329462946,0.810683484,0.239462237,0.164378378,0.160372298,0.712557665,0.25281072,0.256785622,0.219232644
LOC105371824,0.013892622,0.012828975,0,0.040405874,0,0,0.016031207,0,0.021664475,0.047561677
LOC105371849,0.6163236,0.162610467,0.260079787,0.640193213,0.15820537,0.240099585,0.325119301,0.17695764,0.49428477,0.18085685
LOC105371855,0.009487818,0.032125177,0.046710116,0.004599127,0.015785308,0.006160241,0.047442817,0.010593816,0.034522887,0.007218165
LOC105371899,0.114323803,0.011730105,0.150089388,0,0,0,0.014658049,0.021275093,0,0.014495922
LOC105371967,0.016919399,0.015624016,0,0.024604539,0.008444869,0.024717174,0.048809792,0.070843866,0,0.048269927
LOC105372035,0,0,0,0,0,0,0,0,0,0
LOC105372041,0,0,0,0,0,0.054614256,0,0,0,0.031996694
LOC105372068,0,0,0,0,0,0,0,0.025451315,0,0.017341418
LOC105372069,0,0.016521034,0,0,0,0.01742417,0,0,0,0.020416495
LOC105372143,0,0,0,0,0,0,0,0.036295009,0.03379353,0
LOC105372179,0.140787646,0.018572666,0,0,0,0,0,0.033685564,0.03136393,0
LOC105372233,0.313783291,0.408297359,0.821556788,1.244482195,0.327471062,0.597307832,0.312710706,0.358323843,7.161878938,0.195317016
LOC105372240,0.479730035,0.163210875,0.643277345,0.275381573,0.157529279,0.024590419,0.247653375,2.939039538,5.453270655,0.1728806
LOC105372244,0,0.024709721,0,0,0,0,0,0,0,0
LOC105372273,1.146519729,0.379548263,0.031950048,0.408958575,0.302323327,0.273887137,0.574136973,0.362312216,0.236138975,0.271550151
LOC105372316,0,0,0,0.264855274,0,0,0,0,0.047335944,0.536921098
LOC105372321,0.633860985,0.938738914,0.014131035,0.118265308,0.097897131,1.994088975,0.81147939,0.076116544,0.354352681,0.0518625
LOC105372352,0.828626011,0.0834747,0.066754873,0.087636731,0.09023709,0.073364928,0.139081023,0.126166249,0.046988311,0.103157029
LOC105372397,0.04770877,0,0,0.069379078,0.023812565,0.046464455,0.027526452,0.039952646,0,0
LOC105372414,0,0,0,0,0,0,0.025094787,0.03642326,0,0.049634448
LOC105372430,0,0,0,0,0,0,0,0,0,0
LOC105372440,0.345868871,0,0.060097776,0.2366916,0.02030956,0.237775126,0.140862639,0.068150628,0.253814548,0.069652308
LOC105372441,0,0,0.60289414,0,0,0,0,0,0,0
LOC105372482,1.318157384,0.9737893,1.409789955,2.406029548,0.680610253,1.301485159,3.949537681,1.789016913,1.020694399,2.173376629
LOC105372569,0,0,0,0.201498712,0.04610613,0,0,0,0,0
LOC105372672,0,0.357999107,0,0,0,0,0,0,0,0
LOC105372824,9.651173444,6.329231571,10.42822789,23.97810144,10.9504537,15.98913966,12.13248264,10.7352544,19.45899109,15.63845946
LOC105372971,0,0,0,0,0.068836324,0,0,0,0,0
LOC105372988,0,0,0,0.120132901,0.041232496,0,0.047663253,0,0,0
LOC105373051,0.023180532,0,0,0,0,0,0,0,0.397630843,0
LOC105373098,2.330914208,0.698603739,1.993109786,1.129887849,0.591912341,1.254540274,2.076280983,12.32824491,66.83080412,12.43656224
LOC105373100,0.006063479,0.016797741,0,0.008817637,0,0,0.020990615,0.020310902,0,0.020758446
LOC105373159,0.21314048,0.806970282,0.724035107,0.046492993,0.308511887,3.103342819,1.16826554,0.374828456,0.232663336,1.349928059
LOC105373343,0,0,0,0,0,0,0,0,0,0
LOC105373352,1.179195513,0.074583147,0,0,0.016125044,0,0.01863996,0,0,0
LOC105373373,0,0,0,0,0,0,0,0,0,0.011401419
LOC105373378,2.335039204,6.183896852,2.15322673,1.284369641,2.486442606,3.67779945,6.490155095,3.011660758,1.945650364,4.816797822
LOC105373383,1.564023221,0.548825823,0.392697346,6.186462782,0.187353755,0.350343168,1.624305528,3.038634755,1.463384388,0.32126795
LOC105373416,0,0,0,0.097281534,0,0,0.038596874,0,0,0
LOC105373496,0.111898752,0,0,0.122044106,0.027925645,0.027245067,0.032281021,0.046853557,0.087248751,0.127695897
LOC105373524,0,0,0,0,0,0,0,0,0,0
LOC105373525,0,0,0,0,0,0,0,0,0,0
LOC105373757,0.076215868,0.017595157,0,0,0,0.037114023,0,0.127650558,0.029713197,0
LOC105373764,0.033222302,0.414162935,0,0,0.26531247,0,0,0,0,0.018956206
LOC105373805,0.402405128,0.196727394,0.139842901,0,0.047258784,0.230535179,0.218517684,0.039645318,0.073825866,0.594277061
LOC105373876,0.143126311,0,0,0,0,0,0,0,0,0.032666392
LOC105373878,0.108352665,0.040022788,0,0,0.108162709,0.084421333,0.550141352,0.217770054,0.067587061,0.024729839
LOC105373958,0.260151085,0.49419442,0.669658337,0.302653661,1.283635322,0.448819695,0.394545818,0.597552612,0.602732918,1.229921234
LOC105374042,0.009753457,0.027020139,0.057621481,0,0,0.009499072,0.033764618,0.03267126,0,0.022260775
LOC105374114,0.128440307,0.158142214,0,0.093390273,0.042738378,0.062545196,0.172913993,0.501944194,0.066764262,0.122143902
LOC105374171,0.023625456,0,0,0.034356626,0.023584038,0,0.027262283,0.039569223,0,0
LOC105374312,0,0,0,0.143966238,0,0.064277905,0.076158978,0,0,0
LOC105374344,0,0,0,0,0,0,0.027579902,0.040030224,0.037271311,0.163649111
LOC105374428,0,0,0,0,0,0,0,0,0,0
LOC105374438,0.109655793,0.025315082,0.121467108,0,0,0,0.031633963,0.137743197,0.042749945,0.031284073
LOC105374461,0,0,0,0,0,0,0,0,0,0
LOC105374516,0,0,0,0,0,0,0,0,0,0
LOC105374524,0.005659247,0.005225964,0,0,0.005649326,0.005511646,0,0.018956841,0,0
LOC105374580,0,0.030391635,0.243042475,0,0.0328537,0,0.037977672,0,0,0
LOC105374618,0.152474651,0.17920113,0.163779974,0.302361524,0.041511094,0.188997309,1.391573764,0.139294359,0.129694089,0.015818185
LOC105374647,0,0,0,0,0,0,0,0,0,0
LOC105374758,0.250632952,0.115721996,0.102825663,0.060745935,0.055598569,0.122048036,0.257079628,0,0.04342698,0.413133786
LOC105374836,0.624494804,0.320091038,0.192760309,1.181619598,0.092459324,0.325288265,0.406466311,0.206837274,0.354525765,0.408376459
LOC105374952,1.617800894,0.344755114,0.401020084,2.072955039,0.429151455,0.661093527,1.853785131,1.667435413,0.599835163,0.671342402
LOC105374989,0.00939847,0.008678904,0,0.004555816,0.009381993,0.006102229,0.00361508,0,0.009770794,0.00715019
LOC105375050,0,0,0,0,0,0,0,0,0,0
LOC105375095,0.247527404,0.124677934,0.332350587,0.032723587,0.202167375,0.131493557,0.311597429,0.037688419,5.649635762,0.282471729
LOC105375115,0,0.040022788,0,0.126054945,0,0.021105333,0,0,0,0
LOC105375166,0.019731012,0.006073455,0,0,0.006565474,0.032027329,0.01138417,0,0.005128166,0.007505503
LOC105375224,0,0,0,0,0,0,0,0,0,0
LOC105375266,0,0,0,0,0,0.022199684,0,0,0,0
LOC105375267,0,0.03697616,0,0,0.839404552,1.825082663,0.009241151,0.067064298,0.024976871,0.018277877
LOC105375297,0,0,0,0,0,0,0,0,0,0
LOC105375304,0.04186688,0.103097249,0.144282358,0.060883681,0.097518125,0.285424507,0.611948616,0.233736566,0.326440905,0.175183714
LOC105375341,0,0,0,0,0,0,0,0,0,0
LOC105375401,0,0,0,0,0,0.113736521,0.080855689,0,0,0
LOC105375431,0,0.013346151,0,0.014011587,0.004809113,0,0.005559158,0,0,0.07696739
LOC105375483,0,0,0,0,0,0,0,0,0,0.006805498
LOC105375519,0.153222358,0.311280966,0.181041432,2.035081251,0.132559908,0.248710151,0.506852221,0.119758469,0.270796953,0.233137738
LOC105375556,0,0,0.016289944,0,0,0,0,0,0,0
LOC105375589,0,0,0,0,0,0,0,0,0,0.030803835
LOC105375614,0.035615922,0.092089469,0.03682206,0,0.031998135,0.038155707,0.045208375,0.017895456,0.016662088,0.032515159
LOC105375624,0.272222308,0.557113374,0.597654957,0.053496121,0.242367223,0.394100783,0.28865755,0.480578027,1.606253157,0.209900608
LOC105375638,0.03205433,0,0,0,0,0,0,0,0.124965659,0
LOC105375700,1.025738562,1.217836248,0.613200022,0.639278651,0.463211095,0.42813676,0.732727948,0.981693576,0.342762951,0.83610409
LOC105375743,0.047220701,0,0,0,0,0,0.018163235,0.026362615,0.024545684,0.035924677
LOC105375744,0.179255283,0,0.044125187,0.21723061,0,0,0,0,0,0.06818713
LOC105375750,0.028691988,0,0,0,0,0,0,0,0,0.065485076
LOC105375787,0,0.058389409,0,0,0,0,0,0,0,0.072156928
LOC105375814,0,0,0,0,0,0,0,0,0,0
LOC105375843,0,0,0,0,0,0,0,0,0,0.02380771
LOC105375851,0,0.019463136,0,0,0,0,0,0,0,0
LOC105375861,0,0,0,0,0,0,0,0,0,0
LOC105375903,0.037186897,0.148805772,0.073230925,0.30644173,0.024747802,0.072434014,0.171645311,0.124565348,0.135310248,0.099018974
LOC105375924,0.119187932,0.120068363,0.160031489,0.283623627,0.227141689,0.073868666,0.200051401,0.308507576,0.168967652,0.098919357
LOC105375971,0,0,0,0.142912593,0,0,0.056701195,0,0,0
LOC105375972,0,0,0,0,0,0,0,0,0,0
LOC105376023,0.031240768,0,0,0,0,0,0.06008312,0.087206282,0,0.095069704
LOC105376114,1.020311374,0.731704083,2.244392239,2.225636787,1.083534724,2.484250337,1.47798116,1.181668194,2.081967551,2.241997635
LOC105376116,0,0.091419343,0,0,0.560010252,0,0,0,0,0
LOC105376171,0.043188992,0,0,0.062806324,0.129339829,0.042062559,0.199349466,0.072335316,0,0.246430679
LOC105376199,0,0,0,0.141836785,0,0,0.022509746,0.03267126,0.030419533,0.022260775
LOC105376276,0.034238839,0,0,0,0,0,0,0,0,0
LOC105376291,0.015386078,0,0,0,0,0,0.017754562,0,0.023993407,0
LOC105376453,0.013799173,0.025485362,0,0.120402257,0,0.040317811,0.031846748,0,0.064556251,0.047241756
LOC105376527,0.52325125,0.253099571,0.368007634,0.942094855,0.447714793,0.121334304,0.431284902,0.375587219,0.893681539,1.023635129
LOC105376654,0,0,0,0,0,0,0,0,0.017122859,0
LOC105376731,0.02827457,0.008703271,0.013920044,0.013705821,0,0.073432339,0.010875689,0.015785272,0,0.021510794
LOC105376748,0.487479713,1.322337049,0.494988486,1.329193236,0.24331255,0.830839653,1.160199089,0.561314892,0.665163746,0.27814948
LOC105376805,4.846008956,1.54387115,0.644158245,8.421363653,2.442944215,4.908402542,0.866758136,1.663854664,3.589564757,6.00019896
LOC105377003,0,0.075108844,0,0.078853754,0.027064502,0,0,0,0,0
LOC105377213,0,0,0.45260358,0,0,0,0,0,0.039823081,0
LOC105377267,0,0,2.944791007,0,0.016247648,0,0.004695421,0,0.209397002,0.004643487
LOC105377448,0.129762107,0.03423636,0,0,0.055514836,0.03610792,0.021391038,0.031047538,0.086723156,0.063463323
LOC105377480,0,0,0,0,0,0,0,0,0,0
LOC105377488,0.016111077,0,0,0,0,0,0,0,0.050247972,0.018385535
LOC105377590,2.249335325,0.144244564,0.36912847,4.270511195,0.436603992,0.121703851,1.189645766,1.412741771,1.461527302,0.748673916
LOC105377603,0,0,0,0,0,0,0,0,0,0
LOC105377623,0.460370851,0.369186579,0.339972407,0,0.181406749,0.41296656,0.447359038,0.060872732,0.377848922,0.414760297
LOC105377959,0,0,0,0,0,0,0,0,0,0
LOC105378013,0.023180532,0.021405785,0,0,0,0.02257595,0,0.077648079,0,0
LOC105378044,0,0,0,0,0,0,0,0,0,0.023294442
LOC105378052,0.019172683,0.008852392,0,0,0,0,0.011062032,0,0.029898326,0
LOC105378066,0,0,0,0,0,0,0,0,0,0
LOC105378083,0.82017025,0.623379019,0.447267915,0.449559359,0.371578546,0.626734283,0.393130226,0.200766651,0.285313701,0.417580638
LOC105378137,0.027052446,0.049962513,0,0,0,0,0.062433624,0.181235737,0,0.154357678
LOC105378208,0,0.043300844,0,0,0,0,0,0,0,0
LOC105378231,0.125680794,0.007253651,0.185624272,0.034268926,0.023523836,0.068851604,0.208477305,0,0.085745422,0.01792795
LOC105378305,0.073204791,0.048285776,0,0.060831953,0.104394934,0.091665644,0.253421103,0.140122787,1.418811465,0.190947136
LOC105378311,0,0,0,0,0,0,0,0,0,0
LOC105378318,0,0,0,0,0,0,0,0,0,0
LOC105378328,0,0,0.071998325,0,0,0,0,0,0,0
LOC105378464,0.033357352,0.030803446,0,0,0,0.032487342,0,0,0.104036451,0
LOC105378499,0.01582116,0,0,0,0,0,0,0.026498156,0,0
LOC105378516,0.076161454,0.210991144,0.034611284,0.068157267,0.035089816,0.057057731,0.074364657,0,0.009135995,0.066856491
LOC105378591,0.549094249,0,0,0,0,0,0,0,0.035677928,0.052217653
LOC105378614,0.297315525,0,0,0.259417424,0.059358859,0.057912219,0,0,0,0.067857723
LOC105378663,0.819750081,0.547360828,0.558798478,1.96237586,0.490987774,1.191413361,0.887728091,0.654797662,0.393334533,0.949869073
LOC105378721,0.230072201,0.181213677,0.22986821,0.049202315,0.162119192,0.28997498,0.351382202,0.215335754,0.126628204,0.478771864
LOC105378909,0.090009965,0.187016901,0,0.065447175,0.089852167,0.109577964,0.415463238,0.113065257,0.070181811,0.179754737
LOC105378933,0.018849713,0,0.027840087,0.246704778,0.037633335,0,0,0.031570544,0,0
LOC105379030,0,0,0,0,0.027365888,0,0,0,0,0
LOC105379109,0.005109532,0.014155008,0,0,0.020402298,0,0,0,0,0.023323452
LOC105379194,1.40492982,0.019363666,0.030970319,0.762342515,0.586105529,0.183799768,0.048394036,0.105360639,0.457795832,0.023929385
LOC105379252,0.001553561,0,0,0.00225922,0,0,0,0,0,0.001772883
LOC105379301,0,0,0,0.034489022,0,0,0.10946936,0,0,0.027064641
LOC105379391,0.02353511,0,0,0,0.164456953,0.183370238,0.108632118,0.473014878,0,0
LOC105379444,0.057102972,0.035154036,0.178047405,0.064586915,0.038001909,0.074151521,0.007321469,0.127518959,0.019788377,0.079645379
LOC105379447,0,0,0,0,0.010941482,0.010674826,0,0,0,0
LOC106660606,0.929444738,0.266764131,1.094484746,2.137017206,0.338527206,0.159022225,0.478286155,0.631088728,0.783458173,0.401329963
LOC106699570,0.038279117,0.086407179,0.056536349,0.043295997,0.055195124,0.037280741,0.289569909,0.021370662,0.026530374,0.087366233
LOC107105282,0.247473545,0.005441107,0,0.017137197,0,0.022954197,0.163182186,0.197372572,0.027565426,0.040344324
LOC107983963,0,0,0,0,0,0,0,0,0,0
LOC107983990,1.151134475,2.146845807,2.02427443,0.229765188,1.300579446,1.405663356,2.859251357,0.987094091,1.374683357,1.914657924
LOC107983991,0,0,0,0,0.051411229,0,0,0,0,0.029386085
LOC107984125,0.019070069,0.008004558,0.020484031,0,0.0519181,0.011818987,0.004001028,0.005807201,0,0.094962583
LOC107984138,0.426293182,0.620463361,0.266856178,0.377702249,0.214182011,0.764361592,0.550554302,0.170220262,0.233330375,0.521913049
LOC107984142,0.617965445,0.465839002,7.245753592,7.097565028,0.856081246,0.491304479,0.5966697,2.217863049,0.983336333,1.842170324
LOC107984208,0,0,0.019696183,0,0,0,0,0.02233539,0,0
LOC107984360,0.414323571,0.605786708,0.293218986,0.025104912,0.155098954,0.142912411,0.557787075,0.043370754,0.296131806,0.177305664
LOC107984399,0.100552939,0,0,0.06881231,0,0,0.020476189,0.118878799,0,0.013499807
LOC107984450,0.11989152,0.055356193,0.088536902,0,0.299203339,0.038921524,0.069173617,0.033466826,0.124641073,0.478859615
LOC107984660,0.37044457,0.046647626,0.397911401,0.281597436,0.134470958,0.098395316,0.349747866,0.437128945,0.170678131,0.278625111
