,TCGA-AC-A6IW,TCGA-AO-A128,TCGA-B6-A3ZX,TCGA-C8-A12V,TCGA-E2-A1LH,TCGA-EW-A1OV,TCGA-EW-A1PB,TCGA-EW-A6SB,TCGA-LL-A5YO,TCGA-S3-AA10
RPL22L1,23.66518699,7.270228934,12.15958173,13.40604052,14.67558833,18.39992647,40.91510641,17.7881843,24.32770679,12.37382001
RPL23,134.2891414,58.01719785,126.2199963,66.32949856,81.96220048,105.5705945,79.67163463,150.0819192,120.9447764,77.36092875
RPL23A,241.9841381,89.79889358,299.623205,108.8348507,102.9295012,136.1540005,130.0778938,221.9955164,148.820116,138.9554752
RPL23AP87,0.100902473,0.046958887,0.124344722,0.02692599,0.081641805,0.184393588,0.046909047,0.051122293,0.058658924,0.027086538
RPL23P8,0.764548408,0.30940201,0.693978898,0.520401373,0.430336244,0.971943771,0.847744798,0.47156732,0.865739931,0.142773902
RPL24,273.0867857,131.5106207,164.3605846,117.1867265,268.0120865,249.0532048,233.8685671,458.5969332,216.5904783,109.9109909
RPL26,235.11219,77.42950516,156.4417091,85.65410056,69.47876151,79.61695993,90.21331827,243.6339588,134.7970681,227.0756533
RPL26L1,15.95065246,10.38687002,13.08477472,10.29812701,43.96256905,19.65597626,47.09474833,16.47244608,25.44370131,12.37193918
RPL27,337.205455,124.9335384,272.5316866,158.1389695,231.669301,464.4128056,214.9742307,537.6936807,316.1266877,400.313685
RPL27A,178.7830914,65.99479062,158.2704761,79.83640947,99.95299633,172.4610617,75.05882708,394.3018329,110.9785021,121.7302237
RPL28,217.1312491,94.08163153,113.4453801,100.0559683,87.8679202,145.998306,116.7712518,229.9651077,174.3578564,166.9071463
RPL29,354.1260405,171.5417953,220.6010024,166.1592691,276.5648603,283.5692001,270.4577108,457.8139311,314.2806716,210.8923859
RPL29P2,0,0,0.050232195,0,0,0,0.115054152,0.043885804,0,0
RPL3,557.5553823,239.6413515,429.5123238,300.8784684,514.7620365,568.8598578,366.3371739,494.4430286,481.8447666,360.8309383
RPL30,440.6066198,172.5524638,189.7626255,147.4503842,225.6371083,184.853571,222.6083389,465.2512056,405.2847744,304.8330704
RPL31,157.9418684,51.75080139,174.9830529,81.45841438,77.05339759,173.7500617,138.7937514,224.9230821,119.0530904,83.50231051
RPL31P11,0.036526954,0.016999238,0.084730557,0.02599274,0,0.157061064,0.067924781,0.074025605,0.118914214,0.013073862
RPL32,326.190271,140.2983082,278.4146747,177.4233956,216.1932941,180.6644286,172.8220066,423.2168927,317.1546476,276.9318338
RPL32P3,2.084809968,2.290371736,3.539128029,2.090470717,1.185908851,1.553830492,1.866268263,1.920491117,0.946086132,2.143637287
RPL34,154.9147364,73.39329366,159.9986679,82.72400501,115.1443489,150.6718587,70.61358548,197.5479311,158.8482414,154.8782225
RPL34-AS1,0.034245019,0.023181455,0.097491128,0.01772284,0.067171376,0.037481575,0,0.044164292,0.017374337,0.031199899
RPL35,348.6371056,189.28445,426.7971732,152.6210709,281.9153762,236.5072363,253.2062757,469.9117218,470.386759,366.484143
RPL35A,437.74238,139.9949622,332.6473222,143.1259354,86.37938839,242.9503367,233.4801751,354.286249,233.0101281,203.5470816
RPL36,732.2774887,108.7136256,200.3757501,153.4311161,238.7824447,239.8221932,420.7520615,496.9880723,220.2973891,277.6990096
RPL36A,24.96946738,13.06200998,16.36390415,17.18861722,15.65842042,30.79135404,28.33693206,55.92025699,16.27808222,19.13583288
RPL36A-HNRNPH2,0.102354307,0.019053822,0.047485686,0.029134308,0.088337608,0.070417594,0.087010737,0.207431463,0,0.205156168
RPL36AL,194.1847795,125.0040526,189.7646743,239.695883,288.785232,186.1827958,170.1091985,234.0263449,412.8269752,117.8457572
RPL37,128.5338467,43.4678364,122.7992052,42.79396799,65.92788562,96.21169712,61.28835469,191.8473121,105.5657219,61.43201597
RPL37A,162.0629406,46.6087783,148.0604188,76.76374946,226.9609246,136.9625282,78.30657902,252.8037672,114.2437189,130.9534222
RPL38,174.2308476,45.81063209,163.4699405,93.00806476,138.3824547,74.17083841,77.04355944,124.3153712,104.1741309,140.1790387
RPL39,80.16699086,58.40637092,99.96335828,60.22487466,57.79583929,94.04021298,78.8034422,144.8112853,46.93827362,75.29232731
RPL39L,45.6882588,15.2162741,21.5139278,18.35722537,15.63825673,13.6894127,36.59724958,28.5337632,34.05741548,22.04087825
RPL3L,0.025792691,0.024007263,0.053847529,0.058733414,0.333908471,0.03548965,0.120594105,0.08363444,0.105560541,0.007385452
RPL4,359.7749885,121.7728151,244.032708,158.4198563,197.0193889,249.580401,317.8907643,375.5652057,280.961448,207.1343945
RPL41,234.8019084,91.99090512,279.9605277,108.3695855,85.06655887,226.6184432,145.1644792,337.091379,307.3372207,311.527055
RPL5,1270.818215,181.4576198,259.2013587,346.2536943,234.1387534,405.5434493,339.4827778,735.4603088,283.7545431,318.4694565
RPL6,202.3615764,77.45631285,152.1033968,96.5837373,120.6700763,215.8674528,119.5340817,259.1920262,178.3465974,113.6949002
RPL7,728.8344911,257.1586877,180.2595533,242.6736554,165.3769209,222.2512602,140.8267807,436.7198649,458.99643,326.2625789
RPL7A,409.9186349,351.0714227,418.7143591,326.421012,392.6710101,692.3557833,411.1898168,683.5163683,566.346939,530.9133512
RPL7L1,25.51940985,12.24867445,15.64757959,19.0685522,23.64900367,25.02162356,14.67090278,45.07528979,14.02146139,23.09486552
RPL8,1913.541876,462.4169676,826.0726797,580.2337038,807.2157841,699.5687038,1416.201205,1691.222822,992.6131925,1327.226016
RPL9,153.2823424,64.98490323,187.1191031,84.39191806,131.2760146,179.1972184,72.65416571,144.2798799,153.7825531,62.66975507
RPLP0,653.4151073,236.3873734,288.2093652,315.4763909,230.3948475,525.8413998,318.4666374,670.732356,453.1854105,319.0221996
RPLP0P2,0.633292725,0.758838309,0.363036515,0.735549986,1.013035078,1.126789582,1.562476002,0.324546131,0.582285484,0.25011913
RPLP1,574.9704832,245.5452187,363.0331173,276.7789579,360.5316095,389.1952517,539.0710515,726.7478292,578.1938861,325.5378236
RPLP2,722.0674353,184.3911903,651.3403931,257.231652,366.9860532,549.5198999,505.2698482,1338.454642,472.2887461,498.3078414
RPN1,102.5309909,207.0718215,63.05785716,132.5728897,108.7478662,100.0687893,120.4715367,133.6486317,123.3111205,145.3184628
RPN2,151.5032907,186.09362,178.0370026,464.8140681,146.3322346,165.318665,181.2672246,182.7963458,188.8172954,217.9035988
RPP14,2.944330293,2.569728899,2.285822808,2.118169289,1.858555124,1.905244109,1.973262517,2.258709157,2.91407783,2.819173616
RPP21,10.98492422,2.869462826,9.473335303,3.706733021,5.428417514,4.967158832,3.897197911,10.30518473,9.937449933,6.290823181
RPP25,21.60917953,6.46701954,4.372919328,6.395262572,20.42796319,4.277655176,10.36302445,14.79001976,14.11452604,11.42378521
RPP25L,14.80050773,16.33472612,23.25591924,12.38634982,15.26432609,14.20700744,19.88059886,28.72735801,33.85922007,9.1213173
RPP30,5.473194722,4.641814794,4.365585813,4.316861717,4.875417701,7.70443083,3.775467503,6.853485593,6.074931462,6.684629288
RPP38,13.63751811,5.839009084,8.772180935,12.28539441,13.6467873,10.3585922,12.74464976,15.4024847,10.32620754,16.91794295
RPP38-DT,0.18261346,0.092712294,0.298447816,0.224456559,0.161187788,0.199872574,0.185227787,0.185042419,0.386040059,0.356518261
RPP40,3.110850999,3.65144835,2.531541327,3.550168424,4.349569121,5.72465964,6.98885363,9.081945717,7.419367253,3.249501018
RPPH1,0,0,0,0,0,0,0,0,0,0
RPRD1A,7.711903544,6.762380051,6.118099261,8.351662513,5.098038486,5.240697189,7.723813368,10.10622696,3.57406697,6.801756353
RPRD1B,6.521144989,9.630840749,6.796932786,16.57417551,3.219569995,7.841448175,7.870417995,5.153416566,6.747596365,9.195837916
RPRD2,8.955123306,12.56043273,10.8113762,13.63947753,9.864736905,11.9466131,6.752804425,7.962229865,5.767108021,9.695009141
RPRM,0.396544659,0.567145873,0.908635866,0.302830439,0.772128344,0.931561095,0,26.52006313,0.233901961,0.429259943
RPRML,1.614070293,0,0.166069567,0.018525475,0,0,0.013831762,0.026379664,0,0
RPS10,365.2902405,53.36479945,130.7540209,91.83277721,68.9474492,278.5450038,74.43047884,457.622483,158.0599785,146.1809985
RPS10-NUDT3,0.178652665,0.060467607,0,0,0.035042601,0.083801759,0.155323105,0.230400472,0,0.279028448
RPS11,1514.628795,648.6778303,876.1465285,781.0616733,721.3869908,1298.20115,724.038096,1903.328871,1043.31022,829.7687751
RPS12,1783.729703,763.1562338,1265.348826,744.8856368,528.1779865,1613.91088,1136.243664,2985.810391,1691.052435,921.8666994
RPS13,326.1202993,87.54769073,264.6243058,137.5979666,122.0450125,204.4250766,131.0351947,440.9492819,268.2891949,231.9894336
RPS14,179.6190139,84.58062284,131.2439738,81.92469419,115.2973458,236.7526587,92.91120057,189.8064987,289.3711223,96.61863524
RPS15,367.598284,88.85487134,176.6802512,91.12228702,116.5693691,148.2176661,110.8496738,191.090969,184.5500108,199.8495229
RPS15A,76.74917922,41.07148389,98.92612568,56.1126823,69.78710706,128.0257007,53.99876703,169.449299,102.6974618,48.31670635
RPS16,793.8946842,159.9059955,268.4325901,189.399419,205.7062355,431.5407499,166.2063439,674.1576722,446.6023558,376.3779676
RPS17,179.1356905,98.17166695,228.1392315,115.3443854,224.568764,164.6404716,182.9601326,337.4410907,241.8194871,183.3003164
RPS18,1929.913533,435.2272329,1068.192455,730.2739273,854.0259324,1770.808532,675.6555075,3166.492423,908.1439847,1337.351153
RPS19,942.8085451,216.8900772,252.7492426,217.9424288,228.6284668,357.8360236,233.2361682,758.8111117,416.9042064,431.5139375
RPS19BP1,24.37498589,17.85595753,16.93540473,17.06284875,39.75233439,27.5524507,27.97433928,30.13555248,28.6754126,15.05352172
RPS2,513.0476748,248.9550382,372.889175,357.538937,666.0669367,926.7713328,392.4256812,875.3131479,508.7393515,411.0704213
RPS20,536.502816,251.6410041,296.7701175,234.7378012,380.6385721,276.6785714,170.9223326,488.7774854,640.6631217,383.6266575
RPS21,896.4557373,170.6108617,803.6427901,159.5522029,551.8015588,355.4505283,344.5393415,781.5905987,540.5406418,575.968994
RPS23,190.3216004,70.19042187,148.9707253,90.82856262,102.5337179,120.7149594,99.87162359,127.9103121,151.1459301,77.70192259
RPS24,241.8020028,144.9256514,284.0586463,135.1369521,145.6990363,999.0425378,151.4599734,487.8976303,243.5985868,273.116761
RPS25,422.5117173,215.3034112,425.2681598,282.8050745,364.2942473,294.4863047,273.9275619,814.7023071,384.0299744,307.2048422
RPS26,183.4604809,26.70290624,127.7214051,29.37729421,41.0140193,52.13909982,47.59522025,145.812041,158.8831688,130.1083945
RPS27,1578.818534,673.3469501,1228.961313,670.7210547,393.7109604,736.1469,691.9654186,1345.609871,1142.105767,955.0857652
RPS27A,361.0357521,106.4257903,316.6347087,194.4229202,126.3984167,220.317021,240.2138152,398.7425182,246.6073035,248.2944892
RPS27L,4.843219183,3.995791192,3.892543803,5.042674115,6.205385462,3.898273847,9.786110089,6.561420569,6.318767302,3.385547202
RPS28,353.3514114,52.95087602,133.5520924,65.42728343,115.5459247,97.83426321,136.9334555,283.8394634,168.0317567,181.3030463
RPS29,79.54199772,21.53599918,39.35983605,37.75841209,35.89355303,34.55781372,21.83109666,56.7552455,70.97881608,25.45770218
RPS2P32,2.264875903,0.415680907,0.406982144,2.860192135,0.791522793,0.603522985,0.474559682,2.198029354,0.741785495,1.552799567
RPS3,271.5729274,106.635744,344.0210887,111.8880771,163.4603579,249.8616994,265.6289329,545.6006693,212.5210862,225.9329414
RPS3A,197.6621249,97.87275059,202.8789947,120.5905239,70.31141528,245.6209881,101.1899841,286.1373924,234.8443319,135.2833849
RPS4X,514.027344,464.1059202,661.3016408,539.4058433,494.9556617,849.0604293,513.5444388,997.6962943,716.9141187,509.4659904
RPS4Y1,0.006253736,0,0,0,0,0,0.006645326,0.076043006,0.02326761,0
RPS4Y2,0,0,0,0,0,0,0,0,0,0
RPS5,300.1449914,136.7332425,160.0628337,106.8622186,61.65773314,165.0870102,108.4725837,364.2185651,243.3316304,140.8152508
RPS6,657.5882543,394.9252401,875.6741999,899.409968,446.0612232,736.27633,372.9673648,593.7106531,741.5317244,718.6516461
RPS6KA1,12.5540236,31.12775625,13.05182506,19.8526,13.1105306,10.78365142,17.41769297,9.418248585,22.06775035,20.17521734
RPS6KA2,5.103721241,3.30939663,6.492009967,4.581240102,5.623310849,3.790893518,3.222434679,2.714350028,3.987856098,2.557563309
RPS6KA2-IT1,0.024572105,0.022871168,0.598491877,0.069942467,0.159053465,0.126788154,0.078332205,0,0.13713423,0.175898762
RPS6KA3,4.834720791,8.970130417,7.978946754,6.702094279,3.574464298,7.531821819,4.591719157,3.318222682,5.31614337,8.516887891
RPS6KA4,21.97805337,18.99921769,15.33964168,18.33360727,26.39953286,10.75990818,29.09651504,27.71206968,22.9421569,25.18446123
RPS6KA5,0.288896378,0.345794632,0.608248723,0.579129231,0.096323549,0.708703071,0.22792225,0.224623899,0.682530409,0.338676489
RPS6KA6,0.793191702,0.855102436,1.719610746,0.797835256,0.093875593,0.18708038,0.435654942,0.342522971,0.25526774,1.042172236
RPS6KB1,5.713479447,4.410115707,7.646356863,3.811546017,4.252978337,4.921399228,4.255964888,1.822925071,3.494719663,6.319792879
RPS6KB2,8.49676116,8.249777855,11.05659186,8.482602508,9.242940533,11.25574796,18.72236573,17.77917797,10.43765325,10.20203153
RPS6KC1,5.709286848,10.93193777,7.024371944,9.806871774,4.775689493,6.613651101,3.306935134,7.033568607,3.56597738,5.429560017
RPS6KL1,0.988081203,2.453070094,0.140814355,0.220639698,1.188881323,1.240050402,0.115117593,0.181696563,2.480946726,0.08557312
RPS7,171.1347141,48.81165568,148.3548359,99.63142878,124.7301945,131.1471868,125.106942,213.7657945,110.4518097,131.9301776
RPS8,658.0614711,259.8014011,455.920925,273.000596,293.7863871,673.1473021,532.9573829,1052.682031,538.6903272,432.2079107
RPS9,299.9667762,84.60476568,218.9373146,125.1311546,116.0683109,163.2348609,147.1724858,324.1747059,290.9482624,197.1620373
RPSA,270.1514502,111.9649467,170.559302,110.4964908,121.6350059,124.0042909,109.080123,285.2750201,224.9754292,223.1128055
RPSAP52,0.006991277,0,0.040543676,0.009950046,0,0,0.007429049,0.014168537,0.013005851,0.040037497
RPTN,0,0.003710397,0.009247003,0.005673394,0,0.020568882,0,0,0.014831553,0.011414445
RPTOR,5.396020062,3.348330165,8.592474012,7.591242094,3.122370797,3.03367903,2.890299014,2.278630971,3.315058259,6.848990845
RPUSD1,21.4821692,9.115213396,12.24038316,10.66895427,14.92184581,15.5180642,9.063225657,21.45031599,19.74742822,12.46125528
RPUSD2,7.921860436,2.603664038,4.753590798,4.348254442,4.72456719,3.667559354,7.18140945,6.133686503,7.49646867,4.480868599
RPUSD3,5.429658648,6.168069076,6.871417673,6.811288601,9.206899642,4.831795087,9.260835192,9.504961092,6.591981937,6.189182795
RPUSD4,7.606682281,3.960072927,8.616390029,5.147631988,5.022240737,4.351041535,4.12850817,9.427386566,5.574709662,8.83508077
RRAD,1.2986839,3.479134176,2.153179961,0.663491681,1.436972206,0.272049246,0.336154705,0.388038845,1.331863052,1.072683967
RRAGA,66.04165253,52.63627217,55.29848637,110.6331815,33.26669786,40.20860102,42.30979228,23.91558137,53.79994201,38.84097062
RRAGB,3.419760679,9.03885329,5.667961234,4.294878172,4.258196877,5.019740767,4.255264089,27.01305718,3.040052008,3.849568618
RRAGC,6.478946394,7.880859017,6.307338911,12.50875074,4.200310502,5.711429687,11.94351611,7.633734753,7.330006413,5.503238055
RRAGD,4.345033147,4.268796108,3.832512453,4.658875754,2.511708849,1.625873095,2.292159084,3.012909276,4.529431152,2.919621203
RRAS,40.57218833,44.24790153,30.21440542,25.57226244,48.90400437,20.82069162,68.26611151,62.31402074,38.90178923,22.82741351
RRAS2,6.691297935,2.093933881,8.912505007,6.737720135,6.383050932,3.918903246,8.200472187,7.932616459,5.32710686,4.766352143
RRBP1,64.73194296,99.39013855,73.12807612,93.80379112,90.78138307,39.72361877,60.61541294,59.10759526,70.17142849,70.5184438
RREB1,1.58153836,3.699339113,2.45883741,3.470172375,2.138528871,3.985221958,2.837165771,2.011991413,2.94366486,2.78371872
RRH,0.029334533,0.12741834,0.022682166,0.097414715,0.105489068,0.285905109,0.083123659,0.099082382,0.018190314,0.293986674
RRM1,19.27167171,21.18404527,21.94507741,17.63065078,7.768031105,28.29558282,29.09974843,20.35634145,16.07530325,34.00372794
RRM2,18.29012588,17.33940067,18.03318056,22.96991795,8.797213448,12.86965014,19.25843501,9.38017214,15.67182715,28.4386019
RRM2B,4.292792754,9.170390044,9.041795083,7.018306801,5.555174483,4.569401199,8.431047147,3.585932151,8.658513918,4.332283791
RRN3,12.52586687,12.59876647,14.15869834,12.66739539,8.545909,17.75790738,11.62596183,16.35903538,9.699013121,9.067081771
RRN3P2,0.30387118,0.825882649,0.585051649,0.942789206,0.576967973,0.658529332,0.400394347,0.32022952,0.565290612,0.443751777
RRNAD1,12.09473266,9.748984938,10.87761616,6.408674458,14.5495023,7.188916348,8.882906655,9.944600761,20.47865403,9.442150088
RRP1,43.44481638,8.541678978,24.26863743,5.387174178,14.64459244,5.387914956,27.69342883,23.14912676,25.92524076,20.92969346
RRP12,12.48241312,8.16684907,7.692469631,4.997392989,5.884642534,9.510895428,8.034988612,9.161373858,4.977478949,9.653160734
RRP15,5.632784849,3.405094129,5.055255817,3.642287486,3.197069479,3.672224353,1.793154644,7.183554428,3.391040913,4.576130253
RRP1B,23.65199837,17.91011284,21.15210426,10.94647563,11.79518635,8.434162777,14.66158101,14.23634311,12.64091055,22.99563411
RRP36,31.73473993,18.34300727,18.82130173,24.90766044,34.61081057,33.24262741,22.54731612,49.34974543,33.93315855,25.06538277
RRP7A,41.97421735,10.24810403,14.15261327,14.87623337,69.35849361,16.10159862,13.79963219,28.50099149,15.8723633,12.36515727
RRP7BP,2.805215558,0.722975035,2.304086264,1.181020869,0.825909794,1.340762321,1.570597631,1.828957261,2.370170727,1.520080349
RRP8,4.199114265,3.45695286,5.280312973,2.667796883,1.800507283,3.874493597,1.943820118,4.019621386,2.917400986,3.201611589
RRP9,58.85645059,21.94479833,18.0593813,11.61264361,16.4964045,10.3276906,20.36825963,37.65827501,16.85629974,18.07142417
RRS1,66.69127038,21.15990553,15.33090416,55.83130815,26.81067113,16.59549919,12.0962648,85.56936917,46.24727324,40.91724839
RRS1-AS1,0.29653679,0.018198451,0.015117981,0.037101868,0.077340931,0.044837588,0.006925385,0.059435813,0.060620491,0.023326932
RS1,0.008164849,0,0.037879543,0.011620284,0.070467303,0,0.030366373,0.04136725,0,0.017534356
RSAD1,8.713257794,7.892448758,9.932997742,7.717329899,7.151495413,10.84192749,6.075336104,8.880665667,8.700412317,13.39177027
RSAD2,9.653573748,39.48614822,2.058392521,35.43669693,6.528101714,6.929992911,40.4286057,3.447550386,8.409840363,17.6596608
RSBN1,3.659567985,5.460866074,4.651041579,6.170414944,1.877222749,5.924645522,3.185911728,4.494713391,2.833383445,4.400007323
RSBN1L,3.346542662,11.68036813,4.270729918,6.238041132,4.524084446,6.1633717,4.47711055,5.957854182,4.469917452,5.20392314
RSC1A1,0,0,0,0,0,0,0,0,0,0
RSF1,1.80416698,4.596141305,4.760628618,3.649590397,1.73184365,6.159503857,3.97162693,2.934588515,2.256581224,3.567823658
RSKR,0.6956493,0.712812334,2.491292799,0.668720786,0.822896171,0.556258215,0.155622892,0.309167631,0.238389464,0.594079869
RSL1D1,38.10697143,24.43199219,37.05897081,37.10828402,20.49806367,34.50496339,29.68220258,42.46633638,28.87884118,29.06565181
RSL24D1,30.13774767,12.53825682,20.88845476,22.9669655,27.5959612,20.62353223,29.32180873,31.65015314,36.17759596,25.55442487
RSPH1,0.252357489,1.573311292,0.999575288,0.515018129,0.52395022,0.917219793,0.435126486,0.289487684,0.478317587,0.456736324
RSPH10B,0.074085412,0.16708824,0.036353702,0.016221385,0,0.004900884,0.015139311,0,0.015902407,0.01223858
RSPH10B2,0.011400039,0.053054511,0.01652772,0,0.006149303,0.009803731,0.006056937,0.005775836,0,0.004080344
